Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20191093852,19-00467,01/27/2019,01-January,1-Sunday,18:09,1800 Hours,District 1 (Central),WEST DES MOINES,POLK,77,1400 BLOCK OF VALLEY WEST DRIVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Dusk,Wet,Snow,None apparent,Intersection:  Intersection with ramp,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,4,Northbound (NB),POINT (-93.751865758899 41.593161843535)
20191093771,19-03094,01/27/2019,01-January,1-Sunday,10:14,1000 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,ORCHARD MEADOWS PL,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,N/A,Possible/Unknown,0,1,0,0,1,0,9000,3,3,Northbound (NB),POINT (-91.134538493712 40.824359006915)
20191094186,201901481,01/28/2019,01-January,2-Monday,11:45,1100 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,5TH AVE SE AND 7TH ST SE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,9180,2,7,Eastbound (EB),POINT (-91.659674645373 41.978500946698)
20191094628,2019002885,01/28/2019,01-January,2-Monday,15:10,1500 Hours,District 1 (Central),,POWESHIEK,I-80,183.4 WB I-80,Non-collision events:  Overturn/rollover,Median,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Daylight,Other (explain in narrative),Blowing snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,1,1,Westbound (WB),POINT (-92.71271995006 41.695367578566)
20191094420,19000663,01/28/2019,01-January,2-Monday,09:53,0900 Hours,District 5 (Southeast),ALBIA,MONROE,IA-5,STATE 5/N MAIN ST,Collision with fixed object:  Utility pole/light support,Roadside,Non-collision (single vehicle),Ran off road - right,None Indicated,Unknown,Daylight,Slush,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Alley,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6401,2,3,Northbound (NB),POINT (-92.807117075173 41.027538319104)
20191094640,19-001643,01/29/2019,01-January,3-Tuesday,13:45,1300 Hours,District 5 (Southeast),,HENRY,77,305TH ST,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Driving too fast for conditions,None Indicated,None apparent,Daylight,Snow,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Property Damage Only,0,0,0,0,0,0,5800,2,5,Southbound (SB),POINT (-91.43022517055 40.861425335834)
20191094656,CFS19004863,01/30/2019,01-January,4-Wednesday,10:00,1000 Hours,District 1 (Central),MARSHALLTOWN,MARSHALL,77,W STATE ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Exterior distraction,None Indicated,None apparent,Daylight,Ice/frost,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,3,Southbound (SB),POINT (-92.917222801607 42.050387228357)
20191094985,W19-008221,01/31/2019,01-January,5-Thursday,18:09,1800 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,US 218,US 218 NB/MM182,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,Weather conditions,Dark - roadway lighted,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6000,2,1,Eastbound (EB),POINT (-92.357950422113 42.497417338036)
20191095009,2019-000800,01/31/2019,01-January,5-Thursday,20:30,2000 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,KAUFMANN AVE AND CARTER RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Dark - roadway lighted,Snow,Snow,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1750,2,2,Southbound (SB),POINT (-90.710542694201 42.514435387467)
20191097965,MC1900412,01/31/2019,01-January,5-Thursday,07:40,0700 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,12TH ST NW MEASURING 537 FEET EAST FROM 12TH ST NW AND N VAN BUREN AVE,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,1,1,Southbound (SB),POINT (-93.211223846408 43.162751653551)
20191095779,,01/31/2019,01-January,5-Thursday,23:28,2300 Hours,District 6 (East Central),CLINTON,CLINTON,77,7TH AVE S,Collision with:  Parked motor vehicle,On Roadway,Unknown,Unknown,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,0,2,1,Southbound (SB),POINT (-90.213378378181 41.83883353535)
20191096663,19-000891,02/01/2019,02-February,6-Friday,16:40,1600 Hours,District 5 (Southeast),CHARITON,LUCAS,77,BRADEN AVE AND N 8TH ST,Other (explain in narrative),On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7500,2,3,Northbound (NB),POINT (-93.305381281241 41.015584511101)
20191095721,2019003435,02/01/2019,02-February,6-Friday,07:25,0700 Hours,District 6 (East Central),CORALVILLE,JOHNSON,I-380,NB INTERSTATE 380 AT THE .06 MM,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Lost Control,None Indicated,None apparent,Daylight,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,2,Northbound (NB),POINT (-91.641854181177 41.701373431833)
20191095178,20190003076,02/01/2019,02-February,6-Friday,14:37,1400 Hours,District 1 (Central),DES MOINES,POLK,77,SW 9TH ST MEASURING 269 FEET NORTH FROM PARK AVE AND SW 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,2,0,0,2,0,1500,2,3,Eastbound (EB),POINT (-93.625740538599 41.556186037288)
20191095371,2019-9292,02/02/2019,02-February,7-Saturday,17:33,1700 Hours,District 6 (East Central),DAVENPORT,SCOTT,US 67,US 67/E RIVER DR AND FEDERAL ST,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Ran Stop Sign,None Indicated,Weather conditions,Dark - roadway lighted,Wet,"Fog, smoke, smog","Slippery, loose, or worn surface",Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,3,Northbound (NB),POINT (-90.56252052232 41.524383648271)
20191095748,MC1900465,02/03/2019,02-February,1-Sunday,15:30,1500 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,N HAMPSHIRE AVE MEASURING 273 FEET SOUTH FROM 14TH ST NE AND N HAMPSHIRE AVE,Collision with:  Parked motor vehicle,On Roadway,Rear to side,Improper Backing,None Indicated,None apparent,Daylight,Wet,"Fog, smoke, smog",None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,1500,2,1,Northbound (NB),POINT (-93.187338798237 43.16401791127)
20191095831,19-003225,02/04/2019,02-February,2-Monday,17:35,1700 Hours,District 5 (Southeast),,LEE,77,235 AVE,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,N/A,N/A,N/A,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,1,1,Northbound (NB),POINT (-91.463803686526 40.42976752304)
20191095792,20190003416,02/04/2019,02-February,2-Monday,16:19,1600 Hours,District 1 (Central),DES MOINES,POLK,77,HUBBELL AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,2,3,Northbound (NB),POINT (-93.57087292057 41.607299561877)
20191096008,CLP19000419,02/05/2019,02-February,3-Tuesday,14:35,1400 Hours,District 6 (East Central),CLINTON,CLINTON,77,S 5TH ST AND 7TH AVE S,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,Northbound (NB),POINT (-90.19571884627 41.838943752942)
20191096086,PD19-00275,02/05/2019,02-February,3-Tuesday,19:34,1900 Hours,District 1 (Central),MARSHALLTOWN,MARSHALL,77,HENRY DR,Collision with fixed object:  Building,Outside trafficway,Non-collision (single vehicle),Lost Control,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Ice/frost,Cloudy,None apparent,Non-intersection:  Driveway access (within),Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,1,1,Southbound (SB),POINT (-92.898991810919 42.032503535614)
20191096301,2019001246,02/06/2019,02-February,4-Wednesday,18:36,1800 Hours,District 6 (East Central),IOWA CITY,JOHNSON,77,BOWERY ST AND VAN BUREN ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Swerving/Evasive Action,None Indicated,Weather conditions,Dark - roadway lighted,Ice/frost,Rain,"Surface condition (e.g., wet, icy)",Intersection:  Other intersection (explain in narrative),Paved,N/A,Property Damage Only,0,0,0,0,0,0,3400,3,3,Southbound (SB),POINT (-91.528781516091 41.654118493396)
20191134875,19-926,02/06/2019,02-February,4-Wednesday,20:16,2000 Hours,District 1 (Central),,POLK,I-80,35 136.7 I8035 WB,Collision with fixed object:  Curb/island/raised median,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Dark - roadway lighted,Ice/frost,Freezing rain/drizzle,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,10000,1,1,Westbound (WB),POINT (-93.597670049975 41.65003761303)
20191099602,2019004116,02/07/2019,02-February,5-Thursday,12:50,1200 Hours,District 6 (East Central),DAVENPORT,SCOTT,I-80,INTERSTATE 80 295 WB,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Ice/frost,Freezing rain/drizzle,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4800,1,3,Southbound (SB),POINT (-90.572892124739 41.596636139201)
20191102566,2019004105,02/07/2019,02-February,5-Thursday,11:40,1100 Hours,District 2 (Northeast),,BLACK HAWK,77,UNIVERSITY AVE 1/4 MILE NE OF GRUNDY RD,Collision with:  Vehicle in traffic,Shoulder,"Sideswipe, opposite direction",Ran off road - left,None Indicated,Weather conditions,Daylight,Ice/frost,Freezing rain/drizzle,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,16000,3,6,Northbound (NB),POINT (-92.533582014215 42.475103579716)
20191097277,2019-000408,02/07/2019,02-February,5-Thursday,11:11,1100 Hours,District 6 (East Central),,DUBUQUE,US 61,US 61,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,None apparent,Daylight,Slush,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,2,2,Eastbound (EB),POINT (-90.694192877228 42.39754293951)
20191096665,19-01645,02/07/2019,02-February,5-Thursday,07:27,0700 Hours,District 6 (East Central),,JONES,US 151,US 151,Collision with fixed object:  Ditch,Shoulder,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Daylight,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,1,1,Northbound (NB),POINT (-91.239893775311 42.144010797471)
20191096807,2019001316,02/08/2019,02-February,6-Friday,16:00,1600 Hours,District 6 (East Central),IOWA CITY,JOHNSON,77,E COURT ST,Collision with:  Re-entering roadway,On Roadway,Other (explain in narrative),FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Ice/frost,Clear,"Surface condition (e.g., wet, icy)","Non-intersection:  Driveway access (related, not in)",Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,4,Southbound (SB),POINT (-91.507151205147 41.656775775227)
20191096749,C19000534,02/08/2019,02-February,6-Friday,10:55,1000 Hours,District 6 (East Central),CORALVILLE,JOHNSON,77,CORAL RIDGE AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,None apparent,Daylight,Ice/frost,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2100,3,3,Northbound (NB),POINT (-91.607824044378 41.72227627037)
20191104842,19000503,02/08/2019,02-February,6-Friday,19:50,1900 Hours,District 5 (Southeast),,KEOKUK,77,110TH AVE,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Dark - roadway not lighted,Ice/frost,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Property Damage Only,0,0,0,0,0,0,4000,1,1,Northbound (NB),POINT (-92.393621636306 41.455199916477)
20191097017,19-00728,02/09/2019,02-February,7-Saturday,21:36,2100 Hours,District 1 (Central),WEST DES MOINES,POLK,77,904 PRAIRIE VIEW DR,Collision with:  Parked motor vehicle,Outside trafficway,Rear-end (front to rear),Lost Control,Alcohol (Statutory),None apparent,Dark - roadway lighted,Ice/frost,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,8500,3,1,Northbound (NB),POINT (-93.77989852457 41.583553548563)
20191097057,19-1022,02/10/2019,02-February,1-Sunday,11:57,1100 Hours,District 1 (Central),GRIMES,POLK,IA-141,STATE 141/IOWA 141,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Slush,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1600,2,3,Westbound (WB),POINT (-93.775010835127 41.65831905211)
20191097235,SO-1900742,02/10/2019,02-February,1-Sunday,11:28,1100 Hours,District 5 (Southeast),,JEFFERSON,US 34,US 34 AND DEWBERRY AVE,Collision with fixed object:  Bridge/bridge rail parapet,Other (explain in narrative),Non-collision (single vehicle),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Slush,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,15400,1,5,Westbound (WB),POINT (-92.119156655535 41.00954256037)
20191097824,19-001047,02/11/2019,02-February,2-Monday,12:49,1200 Hours,District 2 (Northeast),BRITT,HANCOCK,77,2ND ST NW AND 2ND ST NE AND MAIN AVE N,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,Broadside (front to side),Driver Distraction:  Other interior distraction,None Indicated,Unknown,Daylight,Slush,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,Northbound (NB),POINT (-93.801900367936 43.098705525594)
20191189352,,02/11/2019,02-February,2-Monday,16:39,1600 Hours,District 6 (East Central),DAVENPORT,SCOTT,IA-461,NB/EB Iowa 0461 / BRADY ST,Collision with fixed object:  Utility pole/light support,Gore,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Y-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,20000,1,1,Northbound (NB),POINT (-90.571137853329 41.591267320941)
20191119971,20190004195,02/11/2019,02-February,2-Monday,15:18,1500 Hours,District 1 (Central),DES MOINES,POLK,77,SE 17TH ST,Collision with fixed object:  Fence,Outside trafficway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Daylight,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4001,1,1,Northbound (NB),POINT (-93.590652446009 41.556137438795)
20191097476,19-4885,02/11/2019,02-February,2-Monday,08:01,0800 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,MARQUETTE ST AND W 38TH ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5500,2,2,Northbound (NB),POINT (-90.591045762395 41.558227730378)
20191097783,19-000221,02/12/2019,02-February,3-Tuesday,11:50,1100 Hours,District 1 (Central),,STORY,I-35,U.S. INTERSTATE 35 AND 109 MILE-MARKER,Collision with fixed object:  Ditch,Shoulder,Non-collision (single vehicle),Ran off road - left,None Indicated,Weather conditions,Daylight,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3600,1,1,Northbound (NB),POINT (-93.570748202968 41.983907305342)
20191099531,S19-2009,02/12/2019,02-February,3-Tuesday,07:45,0700 Hours,District 3 (Northwest),,WOODBURY,US 20,US 20,Collision with fixed object:  Ditch,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Dawn,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,1,1,Southbound (SB),POINT (-96.038941840417 42.482042906239)
20191098070,19-4599,02/12/2019,02-February,3-Tuesday,13:31,1300 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,PIERCE ST AND 3RD ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Made improper turn,None Indicated,None apparent,Daylight,Slush,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7500,2,2,Eastbound (EB),POINT (-96.404913055427 42.493085118835)
20191098357,BV19-0098,02/13/2019,02-February,4-Wednesday,19:10,1900 Hours,District 3 (Northwest),STORM LAKE,BUENA VISTA,77,W MARINA RD AND STATE 110/85TH AVE,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2300,1,2,Southbound (SB),POINT (-95.239706568444 42.623976368004)
20191098266,19-2419,02/13/2019,02-February,4-Wednesday,06:10,0600 Hours,District 2 (Northeast),,BREMER,US 218,US 218,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Dark - roadway not lighted,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,9000,1,1,Northbound (NB),POINT (-92.534171951337 42.775255523362)
