Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point
2017,19151,Pocahontas,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.67874660000001 42.73413510000001)
2007,19087,Henry,8-Davenport,8-Eigth JD,Exposure to Manufacturing of Meth,1,POINT (-91.5445241 40.9879383)
2010,19093,Ida,1-Western,3-Third JD,Allows Access by Registered Sex Offender,2,POINT (-95.5134962 42.3868747)
2010,19161,Sac,1-Western,2-Second JD,Denial of Critical Care (Neglect),28,POINT (-95.1053946 42.3862604)
2009,19169,Story,4-Ames,2-Second JD,Denial of Critical Care (Neglect),275,POINT (-93.4650448 42.0362415)
2012,19025,Calhoun,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.6404136 42.385184800000005)
2005,19129,Mills,5-Council Bluffs,4-FourthJD,Physical Abuse,4,POINT (-95.62132670000001 41.0334523)
2017,19087,Henry,3-Eastern,8-Eigth JD,Exposure to Manufacturing of Meth,2,POINT (-91.5445241 40.9879383)
2011,19049,Dallas,5-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,1,POINT (-94.0397374 41.6848862)
2008,19171,Tama,4-Ames,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-92.5325425 42.07981170000001)
2012,19113,Linn,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),54,POINT (-91.5989646 42.0789478)
2008,19127,Marshall,4-Ames,2-Second JD,Denial of Critical Care (Neglect),260,POINT (-92.9987706 42.0358499)
2008,19119,Lyon,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),22,POINT (-96.2102924 43.380497)
2005,19107,Keokuk,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,7,POINT (-92.1786426 41.336465)
2005,19131,Mitchell,2-Waterloo,2-Second JD,Sexual Abuse,2,POINT (-92.7890315 43.3564124)
2009,19165,Shelby,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),49,POINT (-95.31021130000002 41.6850926)
2004,19001,Adair,6-Des Moines,5-FifthJD,Physical Abuse,8,POINT (-94.4709413 41.3307464)
2008,19139,Muscatine,8-Davenport,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-91.1127562 41.4839221)
2012,19163,Scott,3-Eastern,7-Seventh JD,Physical Abuse,142,POINT (-90.6232428 41.6370978)
2017,19127,Marshall,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),21,POINT (-92.9987706 42.0358499)
2005,19161,Sac,5-Council Bluffs,2-Second JD,Physical Abuse,5,POINT (-95.1053946 42.3862604)
2010,19153,Polk,5-Des Moines,5-FifthJD,Mental Injury,3,POINT (-93.5735335 41.6855048)
2017,19081,Hancock,2-Northern,2-Second JD,Dangerous Substance,14,POINT (-93.7342723 43.0818861)
2017,19149,Plymouth,1-Western,3-Third JD,Allows Access by Registered Sex Offender,2,POINT (-96.2140431 42.7378346)
2017,19149,Plymouth,1-Western,3-Third JD,Sexual Abuse,4,POINT (-96.2140431 42.7378346)
2008,19013,Black Hawk,2-Waterloo,1-First JD,Denial of Critical Care (Neglect),894,POINT (-92.3088197 42.4700957)
2017,19077,Guthrie,1-Western,5-FifthJD,Dangerous Substance,13,POINT (-94.501055 41.6837548)
2004,19087,Henry,8-Davenport,8-Eigth JD,Physical Abuse,22,POINT (-91.5445241 40.9879383)
2012,19017,Bremer,2-Northern,2-Second JD,Mental Injury,1,POINT (-92.31805480000001 42.7745873)
2006,19015,Boone,6-Des Moines,2-Second JD,Sexual Abuse,8,POINT (-93.931671 42.0365493)
2017,19041,Clay,1-Western,3-Third JD,Dangerous Substance,19,POINT (-95.1509194 43.0825804)
2005,19011,Benton,7-Cedar Rapids,6-SixthJD,Sexual Abuse,4,POINT (-92.0656912 42.0801864)
2005,19143,Osceola,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),34,POINT (-95.6236852 43.3785704)
2010,19131,Mitchell,2-Northern,2-Second JD,Denial of Critical Care (Neglect),48,POINT (-92.7890315 43.3564124)
2008,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Mental Injury,1,POINT (-92.4094499 41.03058450000001)
2007,19011,Benton,7-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-92.0656912 42.0801864)
2017,19009,Audubon,1-Western,4-FourthJD,Dangerous Substance,20,POINT (-94.9058222 41.6845893)
2008,19037,Chickasaw,2-Waterloo,1-First JD,Sexual Abuse,2,POINT (-92.3176637 43.06004140000001)
2017,19147,Palo Alto,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-94.6781371 43.0820643)
2011,19005,Allamakee,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-91.3780923 43.2842838)
2017,19061,Dubuque,3-Eastern,1-First JD,Allows Access by Registered Sex Offender,3,POINT (-90.8824564 42.468832)
2005,19047,Crawford,5-Council Bluffs,3-Third JD,Denial of Critical Care (Neglect),134,POINT (-95.3819678 42.0372125)
2009,19175,Union,6-Des Moines,5-FifthJD,Physical Abuse,8,POINT (-94.2423792 41.0277304)
2009,19185,Wayne,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),20,POINT (-93.3273639 40.73947020000001)
2017,19139,Muscatine,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),256,POINT (-91.1127562 41.4839221)
2012,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-91.9488774 41.0317596)
2004,19085,Harrison,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-95.8169209 41.6828528)
2017,19137,Montgomery,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-95.1563758 41.03014)
2009,19111,Lee,8-Davenport,8-Eigth JD,Physical Abuse,36,POINT (-91.479264 40.6419764)
2017,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,1,POINT (-92.1786426 41.336465)
2012,19129,Mills,1-Western,4-FourthJD,Physical Abuse,11,POINT (-95.62132670000001 41.0334523)
2011,19087,Henry,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),134,POINT (-91.5445241 40.9879383)
2017,19153,Polk,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,8,POINT (-93.5735335 41.6855048)
2006,19091,Humboldt,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.2071868 42.7764686)
2012,19153,Polk,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),2006,POINT (-93.5735335 41.6855048)
2004,19141,OBrien,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),74,POINT (-95.6248784 43.0837527)
2017,19031,Cedar,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-91.1324125 41.7723207)
2007,19029,Cass,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),84,POINT (-94.9278266 41.3314876)
2013,19011,Benton,4-Cedar Rapids,6-SixthJD,Exposure to Manufacturing of Meth,1,POINT (-92.0656912 42.0801864)
2008,19061,Dubuque,3-Dubuque,1-First JD,Sexual Abuse,13,POINT (-90.8824564 42.468832)
2007,19095,Iowa,7-Cedar Rapids,6-SixthJD,Sexual Abuse,12,POINT (-92.065524 41.6863229)
2009,19139,Muscatine,8-Davenport,7-Seventh JD,Physical Abuse,35,POINT (-91.1127562 41.4839221)
2011,19163,Scott,3-Eastern,7-Seventh JD,Mental Injury,4,POINT (-90.6232428 41.6370978)
2008,19071,Fremont,5-Council Bluffs,4-FourthJD,Physical Abuse,4,POINT (-95.6046765 40.7455892)
2008,19053,Decatur,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.7862815 40.7376827)
2012,19103,Johnson,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,6,POINT (-91.5880849 41.6715511)
2005,19185,Wayne,6-Des Moines,5-FifthJD,Physical Abuse,4,POINT (-93.3273639 40.73947020000001)
2009,19081,Hancock,2-Waterloo,2-Second JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-93.7342723 43.0818861)
2006,19065,Fayette,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),165,POINT (-91.8443207 42.8625919)
2010,19033,Cerro Gordo,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),35,POINT (-93.2608184 43.081557700000005)
2011,19057,Des Moines,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,5,POINT (-91.1814707 40.9231829)
2017,19029,Cass,1-Western,4-FourthJD,Denial of Critical Care (Neglect),69,POINT (-94.9278266 41.3314876)
2009,19191,Winneshiek,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),48,POINT (-91.8437074 43.2906746)
2004,19171,Tama,4-Ames,6-SixthJD,Physical Abuse,8,POINT (-92.5325425 42.07981170000001)
2008,19013,Black Hawk,2-Waterloo,1-First JD,Mental Injury,5,POINT (-92.3088197 42.4700957)
2017,19195,Worth,2-Northern,2-Second JD,Dangerous Substance,6,POINT (-93.2608476 43.3773984)
2008,19191,Winneshiek,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-91.8437074 43.2906746)
2009,19009,Audubon,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),32,POINT (-94.9058222 41.6845893)
2017,19061,Dubuque,3-Eastern,1-First JD,Sexual Abuse,17,POINT (-90.8824564 42.468832)
2011,19005,Allamakee,2-Northern,1-First JD,Exposure to Manufacturing of Meth,4,POINT (-91.3780923 43.2842838)
2004,19049,Dallas,6-Des Moines,5-FifthJD,Sexual Abuse,24,POINT (-94.0397374 41.6848862)
2010,19175,Union,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.2423792 41.0277304)
2005,19055,Delaware,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-91.3673502 42.471211)
2009,19119,Lyon,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),51,POINT (-96.2102924 43.380497)
2005,19009,Audubon,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),39,POINT (-94.9058222 41.6845893)
2005,19181,Warren,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),146,POINT (-93.5613594 41.3343735)
2005,19163,Scott,8-Davenport,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),55,POINT (-90.6232428 41.6370978)
2008,19181,Warren,6-Des Moines,5-FifthJD,Physical Abuse,19,POINT (-93.5613594 41.3343735)
2009,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),103,POINT (-92.6409094 41.3352035)
2011,19083,Hardin,2-Northern,2-Second JD,Denial of Critical Care (Neglect),141,POINT (-93.2404025 42.3838803)
2017,19155,Pottawattamie,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),77,POINT (-95.5423935 41.3366123)
2008,19035,Cherokee,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.6238055 42.7356226)
2017,19037,Chickasaw,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-92.3176637 43.06004140000001)
2009,19111,Lee,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),306,POINT (-91.479264 40.6419764)
2006,19013,Black Hawk,2-Waterloo,1-First JD,Physical Abuse,118,POINT (-92.3088197 42.4700957)
2006,19181,Warren,6-Des Moines,5-FifthJD,Sexual Abuse,12,POINT (-93.5613594 41.3343735)
2011,19045,Clinton,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),38,POINT (-90.5319724 41.8980358)
2008,19019,Buchanan,3-Dubuque,1-First JD,Sexual Abuse,3,POINT (-91.8378392 42.4707777)
2005,19087,Henry,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),184,POINT (-91.5445241 40.9879383)
2008,19187,Webster,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),17,POINT (-94.18178810000002 42.4279662)
2009,19135,Monroe,7-Cedar Rapids,8-Eigth JD,Physical Abuse,1,POINT (-92.8689877 41.0297826)
2011,19137,Montgomery,1-Western,4-FourthJD,Sexual Abuse,6,POINT (-95.1563758 41.03014)
2017,19161,Sac,1-Western,2-Second JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.1053946 42.3862604)
2011,19159,Ringgold,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),7,POINT (-94.2439719 40.7352023)
2012,19015,Boone,5-Des Moines,2-Second JD,Presence of Illegal Drugs in Child's System (PID),13,POINT (-93.931671 42.0365493)
2005,19197,Wright,4-Ames,2-Second JD,Sexual Abuse,4,POINT (-93.7351465 42.7331189)
2017,19011,Benton,4-Cedar Rapids,6-SixthJD,Dangerous Substance,24,POINT (-92.0656912 42.0801864)
2008,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,10,POINT (-92.6409094 41.3352035)
2006,19029,Cass,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),67,POINT (-94.9278266 41.3314876)
2009,19043,Clayton,3-Dubuque,1-First JD,Physical Abuse,3,POINT (-91.34143280000002 42.8447493)
2004,19057,Des Moines,8-Davenport,8-Eigth JD,Exposure to Manufacturing of Meth,3,POINT (-91.1814707 40.9231829)
2005,19117,Lucas,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),117,POINT (-93.3277207 41.0293738)
2011,19089,Howard,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-92.3171989 43.3567673)
2004,19191,Winneshiek,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),29,POINT (-91.8437074 43.2906746)
2012,19111,Lee,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,1,POINT (-91.479264 40.6419764)
2017,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,26,POINT (-91.9488774 41.0317596)
2008,19183,Washington,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-91.7178676 41.335591)
2010,19051,Davis,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),36,POINT (-92.4097173 40.7476891)
2017,19171,Tama,4-Cedar Rapids,6-SixthJD,Physical Abuse,5,POINT (-92.5325425 42.07981170000001)
2010,19025,Calhoun,2-Northern,2-Second JD,Denial of Critical Care (Neglect),59,POINT (-94.6404136 42.385184800000005)
2011,19131,Mitchell,2-Northern,2-Second JD,Denial of Critical Care (Neglect),27,POINT (-92.7890315 43.3564124)
2004,19131,Mitchell,2-Waterloo,2-Second JD,Sexual Abuse,4,POINT (-92.7890315 43.3564124)
2012,19009,Audubon,1-Western,4-FourthJD,Physical Abuse,3,POINT (-94.9058222 41.6845893)
2006,19005,Allamakee,3-Dubuque,1-First JD,Mental Injury,2,POINT (-91.3780923 43.2842838)
2017,19165,Shelby,1-Western,4-FourthJD,Denial of Critical Care (Neglect),48,POINT (-95.31021130000002 41.6850926)
2008,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),381,POINT (-92.4094499 41.03058450000001)
2017,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Physical Abuse,6,POINT (-92.53146840000001 41.6864422)
2005,19149,Plymouth,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),98,POINT (-96.2140431 42.7378346)
2005,19121,Madison,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),50,POINT (-94.01556190000001 41.33071420000001)
2017,19093,Ida,1-Western,3-Third JD,Sexual Abuse,4,POINT (-95.5134962 42.3868747)
2017,19053,Decatur,5-Des Moines,5-FifthJD,Sexual Abuse,18,POINT (-93.7862815 40.7376827)
2006,19183,Washington,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,3,POINT (-91.7178676 41.335591)
2017,19169,Story,5-Des Moines,2-Second JD,Denial of Critical Care (Neglect),299,POINT (-93.4650448 42.0362415)
2017,19155,Pottawattamie,1-Western,4-FourthJD,Sexual Abuse,45,POINT (-95.5423935 41.3366123)
2011,19173,Taylor,1-Western,5-FifthJD,Denial of Critical Care (Neglect),16,POINT (-94.6964148 40.73743240000001)
2007,19089,Howard,3-Dubuque,1-First JD,Sexual Abuse,1,POINT (-92.3171989 43.3567673)
2012,19073,Greene,1-Western,2-Second JD,Denial of Critical Care (Neglect),39,POINT (-94.3968356 42.0362394)
2009,19005,Allamakee,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-91.3780923 43.2842838)
2005,19041,Clay,1-Sioux City,3-Third JD,Exposure to Manufacturing of Meth,3,POINT (-95.1509194 43.0825804)
2004,19021,Buena Vista,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),75,POINT (-95.15114900000002 42.7354936)
2007,19115,Louisa,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),54,POINT (-91.2596184 41.2185073)
2008,19113,Linn,7-Cedar Rapids,6-SixthJD,Exposure to Manufacturing of Meth,7,POINT (-91.5989646 42.0789478)
2011,19035,Cherokee,1-Western,3-Third JD,Physical Abuse,4,POINT (-95.6238055 42.7356226)
2005,19041,Clay,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),12,POINT (-95.1509194 43.0825804)
2012,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Exposure to Manufacturing of Meth,11,POINT (-91.9488774 41.0317596)
2007,19053,Decatur,6-Des Moines,5-FifthJD,Physical Abuse,8,POINT (-93.7862815 40.7376827)
2009,19171,Tama,4-Ames,6-SixthJD,Physical Abuse,10,POINT (-92.5325425 42.07981170000001)
2011,19099,Jasper,4-Cedar Rapids,5-FifthJD,Allows Access by Registered Sex Offender,1,POINT (-93.053765 41.6860394)
2013,19021,Buena Vista,1-Western,3-Third JD,Sexual Abuse,3,POINT (-95.15114900000002 42.7354936)
2005,19027,Carroll,5-Council Bluffs,2-Second JD,Sexual Abuse,13,POINT (-94.8605593 42.0362382)
2006,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,1,POINT (-91.9488774 41.0317596)
2011,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.01556190000001 41.33071420000001)
2006,19187,Webster,4-Ames,2-Second JD,Physical Abuse,35,POINT (-94.18178810000002 42.4279662)
2007,19161,Sac,5-Council Bluffs,2-Second JD,Denial of Critical Care (Neglect),40,POINT (-95.1053946 42.3862604)
2007,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Cohabitation w/ a Registered Sex Offender,2,POINT (-95.5423935 41.3366123)
2012,19161,Sac,1-Western,2-Second JD,Sexual Abuse,1,POINT (-95.1053946 42.3862604)
2005,19089,Howard,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),35,POINT (-92.3171989 43.3567673)
2004,19079,Hamilton,4-Ames,2-Second JD,Physical Abuse,14,POINT (-93.7068085 42.3837722)
2007,19051,Davis,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),39,POINT (-92.4097173 40.7476891)
2012,19169,Story,5-Des Moines,2-Second JD,Physical Abuse,14,POINT (-93.4650448 42.0362415)
2012,19181,Warren,5-Des Moines,5-FifthJD,Sexual Abuse,10,POINT (-93.5613594 41.3343735)
2006,19105,Jones,7-Cedar Rapids,6-SixthJD,Mental Injury,1,POINT (-91.1314352 42.1212397)
2006,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Physical Abuse,22,POINT (-92.6409094 41.3352035)
2017,19075,Grundy,2-Northern,1-First JD,Physical Abuse,4,POINT (-92.7914177 42.4018651)
2008,19185,Wayne,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),40,POINT (-93.3273639 40.73947020000001)
2017,19175,Union,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),129,POINT (-94.2423792 41.0277304)
2006,19075,Grundy,2-Waterloo,1-First JD,Mental Injury,1,POINT (-92.7914177 42.4018651)
2011,19019,Buchanan,2-Northern,1-First JD,Allows Access by Registered Sex Offender,3,POINT (-91.8378392 42.4707777)
2007,19181,Warren,6-Des Moines,5-FifthJD,Sexual Abuse,9,POINT (-93.5613594 41.3343735)
2005,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),18,POINT (-95.5423935 41.3366123)
2017,19053,Decatur,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.7862815 40.7376827)
2017,19183,Washington,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-91.7178676 41.335591)
2004,19057,Des Moines,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),255,POINT (-91.1814707 40.9231829)
2011,19191,Winneshiek,2-Northern,1-First JD,Denial of Critical Care (Neglect),50,POINT (-91.8437074 43.2906746)
2017,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Physical Abuse,5,POINT (-92.1786426 41.336465)
2010,19137,Montgomery,1-Western,4-FourthJD,Physical Abuse,8,POINT (-95.1563758 41.03014)
2007,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,11,POINT (-92.4094499 41.03058450000001)
2008,19143,Osceola,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),28,POINT (-95.6236852 43.3785704)
2012,19039,Clarke,5-Des Moines,5-FifthJD,Sexual Abuse,2,POINT (-93.78515790000002 41.0290323)
2005,19073,Greene,5-Council Bluffs,2-Second JD,Denial of Critical Care (Neglect),36,POINT (-94.3968356 42.0362394)
2004,19193,Woodbury,1-Sioux City,3-Third JD,Exposure to Manufacturing of Meth,5,POINT (-96.0447673 42.3897169)
2008,19013,Black Hawk,2-Waterloo,1-First JD,Physical Abuse,85,POINT (-92.3088197 42.4700957)
2012,19033,Cerro Gordo,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),28,POINT (-93.2608184 43.081557700000005)
2004,19133,Monona,5-Council Bluffs,3-Third JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-95.9599235 42.0516663)
2004,19079,Hamilton,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.7068085 42.3837722)
2005,19057,Des Moines,8-Davenport,8-Eigth JD,Physical Abuse,27,POINT (-91.1814707 40.9231829)
2017,19089,Howard,2-Northern,1-First JD,Allows Access by Registered Sex Offender,1,POINT (-92.3171989 43.3567673)
2011,19113,Linn,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,10,POINT (-91.5989646 42.0789478)
2006,19015,Boone,6-Des Moines,2-Second JD,Physical Abuse,10,POINT (-93.931671 42.0365493)
2012,19155,Pottawattamie,1-Western,4-FourthJD,Allows Access by Registered Sex Offender,4,POINT (-95.5423935 41.3366123)
2008,19105,Jones,7-Cedar Rapids,6-SixthJD,Exposure to Manufacturing of Meth,2,POINT (-91.1314352 42.1212397)
2012,19127,Marshall,2-Northern,2-Second JD,Physical Abuse,34,POINT (-92.9987706 42.0358499)
2006,19185,Wayne,6-Des Moines,5-FifthJD,Sexual Abuse,13,POINT (-93.3273639 40.73947020000001)
